locus_tag	ftype	length_bp	gene	EC_number	COG	product
EIEOCHKN_02468	CDS	1167	cfa	2.1.1.79	COG2230	Cyclopropane-fatty-acyl-phospholipid synthase
EIEOCHKN_02469	CDS	825	pdxK_2	2.7.1.35	COG0351	Pyridoxine kinase
EIEOCHKN_02470	CDS	1188	tuf			Elongation factor Tu
EIEOCHKN_02471	CDS	2082	fusA		COG0480	Elongation factor G
EIEOCHKN_02472	CDS	471	rpsG		COG0049	30S ribosomal protein S7
EIEOCHKN_02473	CDS	414	rpsL		COG0048	30S ribosomal protein S12
EIEOCHKN_02474	CDS	681	rpiA	5.3.1.6	COG0120	Ribose-5-phosphate isomerase A
EIEOCHKN_02475	CDS	576	hin		COG1961	DNA-invertase hin
EIEOCHKN_02476	CDS	687	gpmA_5	5.4.2.11		2,3-bisphosphoglycerate-dependent phosphoglycerate mutase
EIEOCHKN_02477	CDS	1188	bdhA_2	1.1.1.-	COG1979	NADH-dependent butanol dehydrogenase A
EIEOCHKN_02478	CDS	1005	feuC		COG0609	Iron-uptake system permease protein FeuC
EIEOCHKN_02479	CDS	1011	feuB		COG0609	Iron-uptake system permease protein FeuB
EIEOCHKN_02480	CDS	801	fpuD	7.2.2.-	COG1120	Petrobactin import ATP-binding protein FpuD
EIEOCHKN_02481	CDS	939	fhuD		COG0614	Iron(3+)-hydroxamate-binding protein FhuD
EIEOCHKN_02482	CDS	708	deoD	2.4.2.1	COG0813	Purine nucleoside phosphorylase DeoD-type
EIEOCHKN_02483	CDS	819	punA	2.4.2.1		Purine nucleoside phosphorylase 1
EIEOCHKN_02484	CDS	1167	deoB	5.4.2.7		Phosphopentomutase
EIEOCHKN_02485	CDS	594				Potassium channel
EIEOCHKN_02486	CDS	954				hypothetical protein
EIEOCHKN_02487	CDS	1134				hypothetical protein
EIEOCHKN_02488	CDS	1569	mglA	7.5.2.11	COG1129	Galactose/methyl galactoside import ATP-binding protein MglA
EIEOCHKN_02489	CDS	1086	tmpC_1		COG1744	Membrane lipoprotein TmpC
EIEOCHKN_02490	CDS	1074	tmpC_2		COG1744	Membrane lipoprotein TmpC
EIEOCHKN_02491	CDS	396	cdd	3.5.4.5	COG0295	Cytidine deaminase
EIEOCHKN_02492	CDS	663	deoC	4.1.2.4	COG0274	Deoxyribose-phosphate aldolase
EIEOCHKN_02493	CDS	1302	pdp	2.4.2.2	COG0213	Pyrimidine-nucleoside phosphorylase
EIEOCHKN_02494	CDS	1008	degA_3		COG1609	HTH-type transcriptional regulator DegA
EIEOCHKN_02495	CDS	1014	add	3.5.4.4	COG1816	Adenosine deaminase
EIEOCHKN_02496	CDS	609	rlmG	2.1.1.174	COG2813	Ribosomal RNA large subunit methyltransferase G
EIEOCHKN_02497	CDS	588	tesA	3.1.1.1	COG2755	Esterase TesA
EIEOCHKN_02498	CDS	924	coaA	2.7.1.33	COG1072	Pantothenate kinase
EIEOCHKN_02499	CDS	1563	guaA	6.3.5.2		GMP synthase [glutamine-hydrolyzing]
EIEOCHKN_02500	CDS	972				hypothetical protein
EIEOCHKN_02501	CDS	840				hypothetical protein
EIEOCHKN_02502	CDS	2067				hypothetical protein
EIEOCHKN_02503	CDS	489				hypothetical protein
EIEOCHKN_02504	CDS	957				hypothetical protein
EIEOCHKN_02505	CDS	207				hypothetical protein
EIEOCHKN_02506	CDS	285				hypothetical protein
EIEOCHKN_02507	CDS	2352				hypothetical protein
EIEOCHKN_02508	CDS	378				hypothetical protein
EIEOCHKN_02509	CDS	546				hypothetical protein
EIEOCHKN_02510	CDS	789	yddE_2	5.1.-.-	COG0384	putative isomerase YddE
EIEOCHKN_02511	CDS	966	lhpI	1.5.1.49	COG2423	Delta(1)-pyrroline-2-carboxylate reductase
EIEOCHKN_02512	CDS	1413	hisC	2.6.1.9		Histidinol-phosphate aminotransferase
EIEOCHKN_02513	CDS	444				hypothetical protein
EIEOCHKN_02514	CDS	1269	rutC	1.-.-.-		Putative aminoacrylate peracid reductase RutC
EIEOCHKN_02515	CDS	2508				hypothetical protein
EIEOCHKN_02516	CDS	1017				Zinc-type alcohol dehydrogenase-like protein
EIEOCHKN_02517	CDS	336				hypothetical protein
EIEOCHKN_02518	CDS	681	hchA_2	3.1.2.-	COG0693	Protein/nucleic acid deglycase 1
EIEOCHKN_02519	CDS	1452				hypothetical protein
EIEOCHKN_02520	CDS	693	ntcA			Global nitrogen regulator
EIEOCHKN_02521	CDS	933	arcC1_4	2.7.2.2		Carbamate kinase 1
EIEOCHKN_02522	CDS	1020	arcB	2.1.3.3		Ornithine carbamoyltransferase, catabolic
EIEOCHKN_02523	CDS	1227	arcA	3.5.3.6	COG2235	Arginine deiminase
EIEOCHKN_02524	CDS	498	argR_3			Arginine repressor
EIEOCHKN_02525	CDS	480	argR_4		COG1438	Arginine repressor
EIEOCHKN_02526	CDS	915		3.1.1.23	COG2267	Monoacylglycerol lipase
EIEOCHKN_02527	CDS	1272	serS_1	6.1.1.11		Serine--tRNA ligase
EIEOCHKN_02528	CDS	894	sdhA_2	4.3.1.17		L-serine dehydratase, alpha chain
EIEOCHKN_02529	CDS	708				hypothetical protein
EIEOCHKN_02530	CDS	1107				hypothetical protein
EIEOCHKN_02531	CDS	681	dauR_2		COG2964	Transcriptional regulator DauR
EIEOCHKN_02532	CDS	786				hypothetical protein
EIEOCHKN_02533	CDS	762	focA		COG2116	putative formate transporter 1
EIEOCHKN_02534	CDS	3078				hypothetical protein
EIEOCHKN_02535	CDS	240				hypothetical protein
EIEOCHKN_02536	CDS	1506				hypothetical protein
EIEOCHKN_02537	CDS	915		2.7.1.-	COG1597	Putative lipid kinase
EIEOCHKN_02538	CDS	6099				hypothetical protein
EIEOCHKN_02539	CDS	1488				hypothetical protein
EIEOCHKN_02540	CDS	1485				hypothetical protein
EIEOCHKN_02541	CDS	180				hypothetical protein
EIEOCHKN_02542	CDS	1236	cntE			Staphylopine export protein
EIEOCHKN_02543	CDS	243				hypothetical protein
EIEOCHKN_02544	CDS	561				Stress response regulator gls24 
EIEOCHKN_02545	CDS	513				Stress response regulator gls24 
EIEOCHKN_02546	CDS	192				hypothetical protein
EIEOCHKN_02547	CDS	573				hypothetical protein
EIEOCHKN_02548	CDS	894	yghA	1.-.-.-		putative oxidoreductase YghA
EIEOCHKN_02549	CDS	654	larR_2		COG0664	Lactate racemization regulatory protein
EIEOCHKN_02550	CDS	918				hypothetical protein
EIEOCHKN_02551	CDS	2340	ygjK	3.2.1.-		Glucosidase YgjK
EIEOCHKN_02552	CDS	699	nanE_2	5.1.3.9		Putative N-acetylmannosamine-6-phosphate 2-epimerase
EIEOCHKN_02553	CDS	1017	ruvB_2	3.6.4.12	COG2255	Holliday junction ATP-dependent DNA helicase RuvB
EIEOCHKN_02554	CDS	615	ruvA	3.6.4.12	COG0632	Holliday junction ATP-dependent DNA helicase RuvA
EIEOCHKN_02555	CDS	987	tgnB	1.14.14.-	COG2141	Flavin-dependent trigonelline monooxygenase, oxygenase component
EIEOCHKN_02556	CDS	225				hypothetical protein
EIEOCHKN_02557	CDS	1680	dppE_7		COG4166	Dipeptide-binding protein DppE
EIEOCHKN_02558	CDS	4014	yfkN_2		COG0737	Trifunctional nucleotide phosphoesterase protein YfkN
EIEOCHKN_02559	CDS	1377	glmU			Bifunctional protein GlmU
EIEOCHKN_02560	CDS	822	purR_2		COG0503	Pur operon repressor
EIEOCHKN_02561	CDS	840	znuB		COG1108	High-affinity zinc uptake system membrane protein ZnuB
EIEOCHKN_02562	CDS	693	znuC	7.2.2.-	COG1121	High-affinity zinc uptake system ATP-binding protein ZnuC
EIEOCHKN_02563	CDS	954	znuA		COG0803	High-affinity zinc uptake system binding-protein ZnuA
EIEOCHKN_02564	CDS	852	ispE	2.7.1.148	COG1947	4-diphosphocytidyl-2-C-methyl-D-erythritol kinase
EIEOCHKN_02565	CDS	246	veg		COG4466	Protein Veg
EIEOCHKN_02566	CDS	567	sigH		COG1595	RNA polymerase sigma-H factor
EIEOCHKN_02567	CDS	531				hypothetical protein
EIEOCHKN_02568	CDS	858		2.1.1.-		Putative TrmH family tRNA/rRNA methyltransferase
EIEOCHKN_02569	CDS	399	mrnC	3.1.26.-	COG1939	Mini-ribonuclease 3
EIEOCHKN_02570	CDS	1413	cysS	6.1.1.16	COG0215	Cysteine--tRNA ligase
EIEOCHKN_02571	CDS	540	cysE	2.3.1.30	COG1045	Serine acetyltransferase
EIEOCHKN_02572	CDS	1458	gltX	6.1.1.17		Glutamate--tRNA ligase
EIEOCHKN_02573	CDS	474	ispF	4.6.1.12	COG0245	2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase
EIEOCHKN_02574	CDS	1146	yacL	3.1.-.-	COG4956	putative PIN and TRAM-domain containing protein YacL
EIEOCHKN_02575	CDS	1371	radA	3.6.4.-	COG1066	DNA repair protein RadA
EIEOCHKN_02576	CDS	480	dut	3.6.1.23	COG0756	Deoxyuridine 5'-triphosphate nucleotidohydrolase
EIEOCHKN_02577	CDS	816	proB	2.7.2.11	COG0263	Glutamate 5-kinase 1
EIEOCHKN_02578	CDS	1248	proA	1.2.1.41	COG0014	Gamma-glutamyl phosphate reductase
EIEOCHKN_02579	CDS	936				hypothetical protein
EIEOCHKN_02580	CDS	468				hypothetical protein
EIEOCHKN_02581	CDS	510				hypothetical protein
EIEOCHKN_02582	CDS	2616				hypothetical protein
EIEOCHKN_02583	CDS	2592	mprF_2	2.3.2.3		Phosphatidylglycerol lysyltransferase
EIEOCHKN_02584	CDS	381	yabJ_2	3.5.99.10	COG0251	2-iminobutanoate/2-iminopropanoate deaminase
EIEOCHKN_02585	CDS	1206	malY		COG1168	Protein MalY
EIEOCHKN_02586	CDS	1569	malX		COG1263	PTS system maltose-specific EIICB component
EIEOCHKN_02587	CDS	771	ybbH_6		COG1737	putative HTH-type transcriptional regulator YbbH
EIEOCHKN_02588	CDS	204				hypothetical protein
EIEOCHKN_02589	CDS	528				hypothetical protein
EIEOCHKN_02590	CDS	378				hypothetical protein
EIEOCHKN_02591	CDS	912	manZ_10		COG3716	PTS system mannose-specific EIID component
EIEOCHKN_02592	CDS	804	sorA_5		COG3715	PTS system sorbose-specific EIIC component
EIEOCHKN_02593	CDS	993	manX_6	2.7.1.191		PTS system mannose-specific EIIAB component
EIEOCHKN_02594	CDS	513	manX_7	2.7.1.191	COG2893	PTS system mannose-specific EIIAB component
EIEOCHKN_02595	CDS	2886	dgaR_5			Transcriptional regulatory protein DagR
EIEOCHKN_02596	CDS	1632	ybiT_2		COG0488	putative ABC transporter ATP-binding protein YbiT
EIEOCHKN_02597	CDS	870				DegV domain-containing protein
EIEOCHKN_02598	CDS	1293	purA	6.3.4.4	COG0104	Adenylosuccinate synthetase
EIEOCHKN_02599	CDS	1368	dnaC	3.6.4.12	COG0305	Replicative DNA helicase
EIEOCHKN_02600	CDS	453	rplI			50S ribosomal protein L9
EIEOCHKN_02601	CDS	1977	gdpP	3.1.4.59	COG3887	Cyclic-di-AMP phosphodiesterase GdpP
EIEOCHKN_02602	CDS	240	rpsR		COG0238	30S ribosomal protein S18
EIEOCHKN_02603	CDS	567	ssb_2		COG0629	Single-stranded DNA-binding protein
EIEOCHKN_02604	CDS	303	rpsF		COG0360	30S ribosomal protein S6
EIEOCHKN_02605	CDS	2502	gyrA	5.6.2.2	COG0188	DNA gyrase subunit A
EIEOCHKN_02606	CDS	1950	gyrB_2	5.6.2.2	COG0187	DNA gyrase subunit B
EIEOCHKN_02607	CDS	1128	recF		COG1195	DNA replication and repair protein RecF
EIEOCHKN_02608	CDS	246				hypothetical protein
EIEOCHKN_02609	CDS	1131	dnaN		COG0592	Beta sliding clamp
EIEOCHKN_02610	CDS	1344	dnaA		COG0593	Chromosomal replication initiator protein DnaA
EIEOCHKN_02611	CDS	135	rpmH			50S ribosomal protein L34
EIEOCHKN_02612	CDS	357	rnpA	3.1.26.5	COG0594	Ribonuclease P protein component
EIEOCHKN_02613	CDS	828	yidC2		COG0706	Membrane protein insertase YidC 2
EIEOCHKN_02614	CDS	777				hypothetical protein
EIEOCHKN_02615	CDS	723	ompR			Transcriptional regulatory protein OmpR
EIEOCHKN_02616	CDS	696				hypothetical protein
EIEOCHKN_02617	CDS	1395	citN		COG2851	Citrate transporter
EIEOCHKN_02618	CDS	363				hypothetical protein
EIEOCHKN_02619	CDS	402	gcdC	7.2.4.5	COG0511	Glutaconyl-CoA decarboxylase subunit gamma
EIEOCHKN_02620	CDS	1116	gcdB	7.2.4.5	COG1883	Glutaconyl-CoA decarboxylase subunit beta
EIEOCHKN_02621	CDS	135				hypothetical protein
EIEOCHKN_02622	CDS	1011	citC	6.2.1.22	COG3053	[Citrate [pro-3S]-lyase] ligase
EIEOCHKN_02623	CDS	309	citD		COG3052	Citrate lyase acyl carrier protein
EIEOCHKN_02624	CDS	888	citE	4.1.3.6	COG2301	Citrate lyase subunit beta
EIEOCHKN_02625	CDS	1533	citF	4.1.3.6	COG3051	Citrate lyase alpha chain
EIEOCHKN_02626	CDS	549	citX	2.7.7.61	COG3697	Apo-citrate lyase phosphoribosyl-dephospho-CoA transferase
EIEOCHKN_02627	CDS	1398	oadA	7.2.4.2	COG0511	Oxaloacetate decarboxylase alpha chain
EIEOCHKN_02628	CDS	1173		1.1.1.38		NAD-dependent malic enzyme
EIEOCHKN_02629	CDS	870	citG	2.4.2.52	COG1767	2-(5''-triphosphoribosyl)-3'-dephosphocoenzyme-A synthase
EIEOCHKN_02630	CDS	4917				hypothetical protein
EIEOCHKN_02631	CDS	1398	mnmE	3.6.-.-	COG0486	tRNA modification GTPase MnmE
EIEOCHKN_02632	CDS	1899	mnmG			tRNA uridine 5-carboxymethylaminomethyl modification enzyme MnmG
EIEOCHKN_02633	CDS	1164	xerC_6			Tyrosine recombinase XerC
EIEOCHKN_02634	CDS	729				hypothetical protein
EIEOCHKN_02635	CDS	279				hypothetical protein
EIEOCHKN_02636	CDS	441				hypothetical protein
EIEOCHKN_02637	CDS	1551				hypothetical protein
EIEOCHKN_02638	CDS	336				hypothetical protein
EIEOCHKN_02639	CDS	216				hypothetical protein
EIEOCHKN_02640	CDS	363				hypothetical protein
EIEOCHKN_02641	CDS	327				hypothetical protein
EIEOCHKN_02642	CDS	726				hypothetical protein
EIEOCHKN_02643	CDS	600				hypothetical protein
EIEOCHKN_02644	CDS	699				hypothetical protein
EIEOCHKN_02645	CDS	201				hypothetical protein
EIEOCHKN_02646	CDS	3258	rapA_2	3.6.4.-		RNA polymerase-associated protein RapA
EIEOCHKN_02647	CDS	708				hypothetical protein
EIEOCHKN_02648	CDS	1980				hypothetical protein
EIEOCHKN_02649	CDS	255				hypothetical protein
EIEOCHKN_02650	CDS	519				hypothetical protein
EIEOCHKN_02651	CDS	1026				hypothetical protein
EIEOCHKN_02652	CDS	330				hypothetical protein
EIEOCHKN_02653	CDS	570				hypothetical protein
EIEOCHKN_02654	CDS	2991				hypothetical protein
EIEOCHKN_02655	CDS	2250				hypothetical protein
EIEOCHKN_02656	CDS	801	fabG2	1.-.-.-		putative oxidoreductase
EIEOCHKN_02657	CDS	1863	licR		COG1762	putative licABCH operon regulator
EIEOCHKN_02658	CDS	486				hypothetical protein
EIEOCHKN_02659	CDS	555	srlA		COG3730	PTS system glucitol/sorbitol-specific EIIC component
EIEOCHKN_02660	CDS	996	srlE	2.7.1.198	COG3732	PTS system glucitol/sorbitol-specific EIIB component
EIEOCHKN_02661	CDS	357	srlB		COG3731	PTS system glucitol/sorbitol-specific EIIA component
EIEOCHKN_02662	CDS	678	fsaA	4.1.2.-	COG0176	Fructose-6-phosphate aldolase 1
EIEOCHKN_02663	CDS	1773	sph	4.2.1.53		Oleate hydratase
EIEOCHKN_02664	CDS	987				hypothetical protein
EIEOCHKN_02665	CDS	717	rsmG	2.1.1.-	COG0357	Ribosomal RNA small subunit methyltransferase G
EIEOCHKN_02666	CDS	762	soj	3.6.-.-	COG1192	Sporulation initiation inhibitor protein Soj
EIEOCHKN_02667	CDS	891	spo0J		COG1475	Stage 0 sporulation protein J
EIEOCHKN_02668	CDS	186				hypothetical protein
EIEOCHKN_02669	CDS	1116	ychF		COG0012	Ribosome-binding ATPase YchF
EIEOCHKN_02670	CDS	690				hypothetical protein
EIEOCHKN_02671	CDS	1683				hypothetical protein
EIEOCHKN_02672	CDS	1482	guaB	1.1.1.205	COG0516	Inosine-5'-monophosphate dehydrogenase
EIEOCHKN_02673	CDS	1272	serS_2	6.1.1.11		Serine--tRNA ligase
EIEOCHKN_02674	CDS	1182	rcsC_3	2.7.13.3		Sensor histidine kinase RcsC
EIEOCHKN_02675	CDS	690	phoP_2		COG0745	Alkaline phosphatase synthesis transcriptional regulatory protein PhoP
EIEOCHKN_02676	rRNA	110				5S ribosomal RNA
EIEOCHKN_02677	tRNA	76				tRNA-Asn(gtt)
EIEOCHKN_02678	CDS	1005	dgs	2.4.1.208	COG0438	Processive diacylglycerol alpha-glucosyltransferase
EIEOCHKN_02679	CDS	1224		2.4.1.337	COG0438	Alpha-monoglucosyldiacylglycerol synthase
EIEOCHKN_02680	CDS	891	glxR	1.1.1.60	COG2084	2-hydroxy-3-oxopropionate reductase
EIEOCHKN_02681	CDS	231	ykuJ		COG4703	putative protein YkuJ
EIEOCHKN_02682	CDS	441	slyA_5			Transcriptional regulator SlyA
EIEOCHKN_02683	CDS	966	fabH	2.3.1.180	COG0332	3-oxoacyl-[acyl-carrier-protein] synthase 3
EIEOCHKN_02684	CDS	228	acpA		COG0236	Acyl carrier protein
EIEOCHKN_02685	CDS	957		1.6.5.11	COG2070	NADH:quinone reductase
EIEOCHKN_02686	CDS	930	fabD	2.3.1.39	COG0331	Malonyl CoA-acyl carrier protein transacylase
EIEOCHKN_02687	CDS	738	fabG	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
EIEOCHKN_02688	CDS	1236	fabF_2	2.3.1.179	COG0304	3-oxoacyl-[acyl-carrier-protein] synthase 2
EIEOCHKN_02689	CDS	489	accB			Biotin carboxyl carrier protein of acetyl-CoA carboxylase
EIEOCHKN_02690	CDS	426	fabZ_2	4.2.1.59		3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabZ
EIEOCHKN_02691	CDS	1371	accC	6.3.4.14	COG0439	Biotin carboxylase
EIEOCHKN_02692	CDS	867	accD	2.1.3.15	COG0777	Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta
EIEOCHKN_02693	CDS	789	accA	2.1.3.15	COG0825	Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha
EIEOCHKN_02694	CDS	528	gph_3	3.1.3.18		Phosphoglycolate phosphatase
EIEOCHKN_02695	CDS	1110	yqeH		COG1161	putative protein YqeH
EIEOCHKN_02696	CDS	312	yhbY		COG1534	RNA-binding protein YhbY
EIEOCHKN_02697	CDS	660	nadD	2.7.7.18	COG1057	Nicotinate-nucleotide adenylyltransferase
EIEOCHKN_02698	CDS	591				hypothetical protein
EIEOCHKN_02699	CDS	741		2.1.1.156		Glycine/sarcosine N-methyltransferase
EIEOCHKN_02700	CDS	1179	tmcAL	6.3.4.-	COG1323	tRNA(Met) cytidine acetate ligase
EIEOCHKN_02701	CDS	720				putative transcriptional regulatory protein
EIEOCHKN_02702	CDS	819				hypothetical protein
EIEOCHKN_02703	CDS	945		3.2.1.96		Endo-beta-N-acetylglucosaminidase H
EIEOCHKN_02704	CDS	582				hypothetical protein
EIEOCHKN_02705	CDS	864	aadK	2.7.7.-		Aminoglycoside 6-adenylyltransferase
EIEOCHKN_02706	CDS	1446				hypothetical protein
EIEOCHKN_02707	CDS	705	walR_2		COG0745	Transcriptional regulatory protein WalR
EIEOCHKN_02708	CDS	1113	sasA_2	2.7.-.-		Adaptive-response sensory-kinase SasA
EIEOCHKN_02709	CDS	711	vanYB	3.4.17.-	COG1876	D-alanyl-D-alanine carboxypeptidase
EIEOCHKN_02710	CDS	180		5.3.2.-		putative tautomerase
EIEOCHKN_02711	CDS	1938	thrS	6.1.1.3	COG0441	Threonine--tRNA ligase
EIEOCHKN_02712	CDS	2136	penA		COG0768	Penicillin-binding protein 2B
EIEOCHKN_02713	CDS	150	rpmGA_3			50S ribosomal protein L33 1
EIEOCHKN_02714	tRNA	90				tRNA-Ser(cga)
EIEOCHKN_02715	CDS	252				hypothetical protein
EIEOCHKN_02716	CDS	1065				hypothetical protein
EIEOCHKN_02717	CDS	381				hypothetical protein
EIEOCHKN_02718	CDS	1167				hypothetical protein
EIEOCHKN_02719	CDS	1557				hypothetical protein
EIEOCHKN_02720	CDS	576				hypothetical protein
EIEOCHKN_02721	CDS	771				hypothetical protein
EIEOCHKN_02722	CDS	543	yqgN		COG0212	putative protein YqgN
EIEOCHKN_02723	CDS	711	gluP	3.4.21.105	COG0705	Rhomboid protease GluP
EIEOCHKN_02724	CDS	219	yqgQ		COG4483	putative protein YqgQ
EIEOCHKN_02725	CDS	972	glcK	2.7.1.2	COG1940	Glucokinase
EIEOCHKN_02726	CDS	399	yibN		COG0607	putative protein YibN
EIEOCHKN_02727	CDS	351				hypothetical protein
EIEOCHKN_02728	CDS	1839				hypothetical protein
EIEOCHKN_02729	CDS	168				hypothetical protein
EIEOCHKN_02730	tRNA	76				tRNA-Asn(gtt)
EIEOCHKN_02731	tRNA	91				tRNA-Ser(gga)
EIEOCHKN_02732	tRNA	74				tRNA-Glu(ttc)
EIEOCHKN_02733	tRNA	75				tRNA-Val(tac)
EIEOCHKN_02734	tRNA	76				tRNA-Asp(gtc)
EIEOCHKN_02735	tRNA	73				tRNA-Phe(gaa)
EIEOCHKN_02736	tRNA	83				tRNA-Tyr(gta)
EIEOCHKN_02737	tRNA	74				tRNA-Trp(cca)
EIEOCHKN_02738	tRNA	74				tRNA-His(gtg)
EIEOCHKN_02739	tRNA	74				tRNA-Gln(ttg)
EIEOCHKN_02740	tRNA	71				tRNA-Cys(gca)
EIEOCHKN_02741	tRNA	86				tRNA-Leu(caa)
EIEOCHKN_02742	CDS	261				hypothetical protein
EIEOCHKN_02743	CDS	810	ssuB	3.6.3.-	COG1116	Aliphatic sulfonates import ATP-binding protein SsuB
EIEOCHKN_02744	CDS	1758				hypothetical protein
EIEOCHKN_02745	CDS	513	tmrB			Tunicamycin resistance protein
EIEOCHKN_02746	CDS	1599	mntH_2			Divalent metal cation transporter MntH
EIEOCHKN_02747	CDS	426				Putative universal stress protein
EIEOCHKN_02748	CDS	1671	pucR_4		COG2508	Purine catabolism regulatory protein
EIEOCHKN_02749	CDS	1662	dppE_8		COG4166	Dipeptide-binding protein DppE
EIEOCHKN_02750	CDS	1224	atzC_2	3.5.4.42		N-isopropylammelide isopropyl amidohydrolase
EIEOCHKN_02751	CDS	1218	dadD_2	3.5.4.31		5'-deoxyadenosine deaminase
EIEOCHKN_02752	CDS	480	msrC	1.8.4.14	COG1956	Free methionine-R-sulfoxide reductase
EIEOCHKN_02753	CDS	423			COG2764	putative protein
EIEOCHKN_02754	CDS	639	maa	2.3.1.79	COG0110	Maltose O-acetyltransferase
EIEOCHKN_02755	CDS	147				hypothetical protein
EIEOCHKN_02756	CDS	1038	mro	5.1.3.3	COG2017	Aldose 1-epimerase
EIEOCHKN_02757	CDS	1164	galK_2	2.7.1.6	COG0153	Galactokinase
EIEOCHKN_02758	rRNA	110				5S ribosomal RNA
EIEOCHKN_02759	rRNA	2909				23S ribosomal RNA
EIEOCHKN_02760	rRNA	1558				16S ribosomal RNA
EIEOCHKN_02761	tRNA	73				tRNA-Ala(tgc)
